Titre source;Exemples cités;Date_stat;Type;Date;Citations
La Gaule Françoise (1574); Busiris est renommé pour sa cruauté;je ne sais pas; Antiquité classique; Antiquité;" ""l'un en fut surnommé Cyclops, l'autre **Busiris**, l'autre Sciron, l'autre Typhon [6]"""
La Gaule Françoise (1574); Ptolemee est gâté par des farceurs;je ne sais pas; Antiquité classique; Antiquité;" ""**Ptolemee**, surnommé Auletes... par des farceurs, & joueurs de flustes [100]"""
La Gaule Françoise (1574); Sciron est renommé pour sa cruauté;je ne sais pas; Antiquité classique; Antiquité;" ""l'un en fut surnommé Cyclops, l'autre Busiris, l'autre **Sciron**, l'autre Typhon [6]"""
La Gaule Françoise (1574); Teucer donne une sentence sur le pays;je ne sais pas; Antiquité classique; Antiquité;" ""Est une anciene sentence, Prince tres illustre, qu'on a comnunement attribuee à **Teucer** fils de Telamon... Que le Pays est par tout où l'on se trouve bien [1]"""
La Gaule Françoise (1574); Charles 7 publie une ordonnance sur les parlements;1453; Contemporain à l'auteur; 1453;" ""on peut alleguer l'ordonnance du Roy **Charles 7**. qui fut publiee l'an 1453... les Presidens & Conseillers doyvent estre assemblez [89]"""
La Gaule Françoise (1574); Louis XI établit trente-six procureurs;1465; Contemporain à l'auteur; 1465;" ""du regne de **Loys XI.**... l'assemblee des Estats establit **36. Procureurs** & administrateurs de la chose publique [98]"""
La Gaule Françoise (1574); Procureurs sont établis par l'assemblée des états;1465; Contemporain à l'auteur; 1465;" ""l'assemblee des Estats establit **36. Procureurs** & administrateurs de la chose publique [98]"""
La Gaule Françoise (1574); Erporres amène Brunechilde;590; Haut Moyen Âge; VIIe siècle;" ""**Brunechilde**, fut amenee par le Conestable **Erporres** [70]"""
La Gaule Françoise (1574); Pharamond est élevé sur le trône;420; Haut Moyen Âge; Ve siècle;" ""Les François, dit-il, elisans un Roy pour eux... eleverent **Pharamond** sur le throne Royal [41]"""
La Gaule Françoise (1574); Salvianus écrit sur la cruauté des Romains;440; Haut Moyen Âge; Ve siècle;" ""combien fut cruelle & tyrannique la domination des Romains... il faut seulement, qu'il lise les livres de **Salvianus** [28, 29]"""
La Gaule Françoise (1574); Childeric est élevé sur un pavois;457; Haut Moyen Âge; Ve siècle;" ""eleurent pour leur Roy **Childeric** son fils d'un commun accord: & l'ayant mis sur un pavois... le saluerent Roy [40]"""
La Gaule Françoise (1574); Gillon remplace Childeric au siège royal;457; Haut Moyen Âge; Ve siècle;" ""Sigebert recite qu'ils l'osterent du siege Royal, & y mirent un nommé **Gillon** en sa place [51]"""
La Gaule Françoise (1574); Childeric subit la déposition par les états;479; Haut Moyen Âge; 479;" ""**Childeric**... il estoit tant perdu d'amour de femmes & de vin... le deposa par l'advis des estats [50]"""
La Gaule Françoise (1574); Gondebaud envoie des ambassadeurs au roi;500; Haut Moyen Âge; VIe siècle;" ""**Gondebaud** envoya, dit-il, deux ambassadeurs au Roy, avec des verges consacrees [57]"""
La Gaule Françoise (1574); Clovis est investi par les sujets;507; Haut Moyen Âge; VIIe siècle;" ""Apres le deces de Dagob. son fils **Clovis** estant encore en bas aage, fut inuesty du Royaume de son pere, & tous les sujets... l'eleverent [45]"""
La Gaule Françoise (1574); Vvisogast et Salogast composent la loi Salique;507; Haut Moyen Âge; Ve siècle;" ""furent deputez quatre hommes notables c'est à sçavoir, **Vvisogast**, Arbogast, **Salogast**, & Vvindogast: lesquels... en conclurent [63, 64]"""
La Gaule Françoise (1574); Theoderic est établi roi par les François;511; Haut Moyen Âge; VIIe siècle;" ""Les François establirent Roy sur eux **Theoderic**, fils de Dagobert [47]"""
La Gaule Françoise (1574); Clotaire est élu roi de trois royaumes;558; Haut Moyen Âge; VIe siècle;" ""Les Bourguignons & les Austrasiens ayans fait paix avec les autres François, eleurent **Clotaire** Roy de tous les trois Royaumes [44]"""
La Gaule Françoise (1574); Sigebert est élevé sur un pavois;561; Haut Moyen Âge; VIe siècle;" ""**Sigebert** s'accordant à la volonté des François fut elevé sur un pavois & estably Roy [43]"""
La Gaule Françoise (1574); Chilperic ajoute des lettres grecques;580; Haut Moyen Âge; VIe siècle;" ""Car parlans du Roy **Chilperic**, ils disent, qu'il adjousta quelques letres aux nostres: c'est à scavoir, ω, ψ, ζ, φ [23]"""
La Gaule Françoise (1574); Leudaste devient Comte des Estables;580; Haut Moyen Âge; VIe siècle;" ""**Leudaste**... brigua l'office de **Comte des Estables**: mais dés qu'il en fut prouveu, il ne tint plus conte de personne [68]"""
La Gaule Françoise (1574); Fredegonde fait massacrer son mari Chilperic;584; Haut Moyen Âge; VIe siècle;" ""**Fredegonde**... s'estant apperceue que son mary en avoit senty le vent, le fit massacrer (**Chilperic**) [91]"""
La Gaule Françoise (1574); Leudegisile commande les engins de batterie;585; Haut Moyen Âge; VIe siècle;" ""**Leudegisile**, superintendant sur l'Escuyerie du Roy... commanda qu'on menast les engins de baterie [69]"""
La Gaule Françoise (1574); Protadius est aimé de Brunechilde;605; Haut Moyen Âge; VIIe siècle;" ""Ceste cy avoit pris en telle amour un certain Italien nommé **Protadius** [92]"""
La Gaule Françoise (1574); Theodebert et Theodoric conçoivent une inimitié mortelle;611; Haut Moyen Âge; VIIe siècle;" ""nourrit si mal ses propres enfans **Theodebert** & **Theodoric**... qu'ils conceurent inimitié mortelle [93]"""
La Gaule Françoise (1574); Brunechilde subit le procès devant les états;613; Haut Moyen Âge; 613;" ""La Royne **Brunehaut** ayant esté accusee... Elle fut, dit-il, sententiee & condamnee par les François [76, 77]"""
La Gaule Françoise (1574); Dagobert commande de l'Espagne à la Hongrie;626; Haut Moyen Âge; VIIe siècle;" ""parlant du Royaume de **Dagobert**, dit que l'empire des François estoit de si grande estendue, qu'il embrassoit toutes les nations, qui sont depuis l'Hespagne, jusques en **Hongrie** [32]"""
La Gaule Françoise (1574); Daniel est établi roi et nommé Chilperic;673; Haut Moyen Âge; VIIe siècle;" ""Les François prindrent un certain clerc nommé **Daniel**, & apres qu'il eut laissé croistre ses cheveux, l'establirent Roy, & le nommerent **Chilperic** [42]"""
La Gaule Françoise (1574); Ebroin subit le rasage de la tête;673; Haut Moyen Âge; VIIe siècle;" ""ils firent raire la teste à **Ebroin** & l'enfermerent dedans l'abbaye de Lizieux [53]"""
La Gaule Françoise (1574); Bodilon tue Childeric pour le fouet;675; Haut Moyen Âge; 679;" ""un gentil-homme nommé **Bodilon** le tua, pour autant qu'il l'avoit fait attacher à un pal, & fouëtter villainement [52]"""
La Gaule Françoise (1574); Thierry subit la déposition par les François;675; Haut Moyen Âge; VIIe siècle;" ""Que les François s'elevans contre **Theodoric** le tondirent & le confinerent avec Ebroin dedans un convent [53]"""
La Gaule Françoise (1574); Plectrude cause des séditions et troubles;715; Haut Moyen Âge; VIIIe siècle;" ""Ceste **Plectrude** icy... fut cause de seditions & de grans troubles en France [94]"""
La Gaule Françoise (1574); Charles Martel quitte son estat de Maire;741; Haut Moyen Âge; VIIIe siècle;" ""elle contraignit **Charles Martel**... de quitter son Estat [94]"""
La Gaule Françoise (1574); Thibaud remplace Charles Martel;741; Haut Moyen Âge; VIIIe siècle;" ""substitua en sa place un autre vicieux & meschant homme nommé **Thibaud** [95]"""
La Gaule Françoise (1574); Grifon reçoit douze comtés de Pepin;748; Haut Moyen Âge; VIIIe siècle;" ""**Pepin** donna à son frere **Grifon** douze contez pour son partage, comme aux Ducs [56, 57]"""
La Gaule Françoise (1574); Pepin est établi roi par les François;751; Haut Moyen Âge; 751;" ""**Pepin** fut estably & confermé Roy de France apres l'election des François par le Pape Zacharie [48]"""
La Gaule Françoise (1574); Berthe est consacrée avec les accoutrements royaux;753; Haut Moyen Âge; 753;" ""Il consacra aussi au nom de Dieu, **Berthe** la femme de Pepin ornee & paree des accoustremens Royaux [65]"""
La Gaule Françoise (1574); Estienne sacre Pepin et ses fils;753; Haut Moyen Âge; 753;" ""j'oigny &sacray pour Roys **Pepin** Roy de France, & ses deux fils Charles & Caroloman... le Pape **Estienne** [65]"""
La Gaule Françoise (1574); Charles et Caroloman sont créés rois par les François;768; Haut Moyen Âge; 768;" ""Apres le deces du Roy Pepin, ses fils **Charles** & **Caroloman**, furent creez Roys du consentement de tous les François [42]"""
La Gaule Françoise (1574); Charlemaigne s'appelle roi de Gaule et d'Allemagne;800; Haut Moyen Âge; 800;" ""**Charlemaigne** s'appelloit Roy de France, qui estoit autant comme s'il eust esté intitulé Roy d'Alemaigne, & de Gaule [31]"""
La Gaule Françoise (1574); Burchard est envoyé en Corse par Charlemaigne;807; Haut Moyen Âge; 807;" ""il envoya **Burchard** le Comte de son Estable en l'isle de Corse avec une flotte de navires [70]"""
La Gaule Françoise (1574); Judith jette son mari en guerre;829; Haut Moyen Âge; IXe siècle;" ""la veuve du Roy Loys surnommé le Debonnaire... nommee **Judith**... jetta son mary le Roy **Loys** & ses enfans en une tres dangereuse guerre [96, 97]"""
La Gaule Françoise (1574); Lothaire tire son père de prison;834; Haut Moyen Âge; IXe siècle;" ""**Lothaire** son fils aisné ayant fait assembler un Parlement general... tira son pere de prison [78]"""
La Gaule Françoise (1574); Charles reçoit l'épée de son père;838; Haut Moyen Âge; IXe siècle;" ""Ayant tenu assemblee generale à Carisiac, il mit la ceinture & l'espee à son fils **Charles** [74]"""
La Gaule Françoise (1574); Odon est établi roi par les François;888; Haut Moyen Âge; 888;" ""Les François, dit-il, rejettans Charles... establirent Roy sur eux **Odon** fils du Duc Robert [45]"""
La Gaule Françoise (1574); Charles le Gros demande une pension à Arnoul;890; Haut Moyen Âge; 890;" ""**Charles le Gros**... fut en brief reduit en un si povre estat... qu'il fut contraint de prier **Arnoul**... de luy assigner quelques petits gages [54]"""
La Gaule Françoise (1574); Odon tient la France Occidentale;891; Haut Moyen Âge; IXe siècle;" ""et que **Odon** tenoit la France Occìdentale [33]"""
La Gaule Françoise (1574); Arnoul gouverne la France Orientale;893; Haut Moyen Âge; IXe siècle;" ""Que l'Empereur **Arnoul** gouvernoit la France Orientale, qu'on nommoit de son temps le Royaume des Teutons [33]"""
La Gaule Françoise (1574); Charles le Simple est mis en garde;923; Haut Moyen Âge; 923;" ""**Charles** vingtseptiesme Roy de France qu'on surnomme le Simple... il fut mis en seure garde [55]"""
La Gaule Françoise (1574); Hugues demande la part de son frère Loys;923; Haut Moyen Âge; IXe siècle;" ""A celle diette vint **Hugues**, dit-il, pour demander la partion du Royaume que son frere **Loys** avoit euë [79]"""
La Gaule Françoise (1574); Raoul remplace Charles le Simple;923; Haut Moyen Âge; 923;" ""en son lieu fut pourveu d'un autre nommé **Raoul**... Charles... surnommé le Simple [55]"""
La Gaule Françoise (1574); Hugues Capet usurpe le royaume sur Charles;987; Haut Moyen Âge; 987;" ""Loys Roy de France decedé, les François voulurent transporter le Royaume à **Charles**... mais... **Hugues Capet** usurpa le Royaume [46]"""
La Gaule Françoise (1574); Anselme trahit le roi Charles;988; Haut Moyen Âge; 988;" ""parlementer avec l'Evesque de Laon nommé **Anselme**... delivrer entre ses mains la ville & le Roy **Charles** [90]"""
La Gaule Françoise (1574); Cupanes prend le trésorier de Clovis;je ne sais pas; Haut Moyen Âge; VIe siècle;" ""Le Thresorier de Clovis, fut repris par **Cupanes** Comte d'Estable qui le ramena de Bourges [67]"""
La Gaule Françoise (1574); Goudebaud tombe de son pavois;je ne sais pas; Haut Moyen Âge; VIe siècle;" ""le Roy (**Goudebaud**) fut mis sur un pavois, & elevé en haut: mais... il tomba tout de son long à terre [49]"""
La Gaule Françoise (1574); Haistolphe persécute l'Eglise;je ne sais pas; Haut Moyen Âge; VIIIe siècle;" ""l'oppression de la Saincte Eglise persecutee par **Haistolphe** Roy tres cruel, blasphemateur [66]"""
La Gaule Françoise (1574); Heribert reçoit un apanage de Dagobert;je ne sais pas; Haut Moyen Âge; VIIe siècle;" ""Le Roy Dagobert fils de Lothaire... donna à son frere **Heribert** certaines villes & villages... pour Apanage [56]"""
La Gaule Françoise (1574); Vvarnharius meurt en laissant son état;je ne sais pas; Haut Moyen Âge; VIIe siècle;" ""il les solicita de dire, s'ils vouloyent substituer quelcun en l'estat de **Vvarnharius** qui estoit decedé [75]"""
La Gaule Françoise (1574); Frideric II transporte les Allemands en Sicile;1220; Moyen Âge tardif; XIIIe siècle;" ""Que les Alemans, que l'Empereur **Frideric 2.** transporta au Royaume de **Sicile** & de Naples... s'appelloyent François [34]"""
La Gaule Françoise (1574); Jean Nigellan appelle devant les Pairs;1224; Moyen Âge tardif; 1224;" ""un certain **Jean Nigellan**, Flamand... appella de la Contesse de Flandre par deuant les **Pairs de France** [73]"""
La Gaule Françoise (1574); Ferdinand fait alliance avec Blanche;1229; Moyen Âge tardif; XIIIe siècle;" ""pour s'y maintenir, elle entreprit de se munir... de **Ferdinand** Roy d'Hespagne... la Royne **Blanche** [99]"""
La Gaule Françoise (1574); Blanche maîtrise son fils Saint Loys;1230; Moyen Âge tardif; XIIIe siècle;" ""elle maistrisoit si fort & tenoit en si grande sujection son fils (**Sainct Loys**)... sa mere **Blanche** [82]"""
La Gaule Françoise (1574); Marguerite subit l'affront de Blanche;1230; Moyen Âge tardif; XIIIe siècle;" ""La Royne **Marguerite**... sa mere **Blanche**... le prit, &... le mit hors de la chambre [83]"""
La Gaule Françoise (1574); Philippe de Bolongne est élu régent;1250; Moyen Âge tardif; XIIIe siècle;" ""les Princes ayans osté celle autorité à la Royne Blanche, eleurent le Comte **Philippe**, Regent [81]"""
La Gaule Françoise (1574); Pierre des Vignes écrit sur le droit des François;1250; Moyen Âge tardif; XIIIe siècle;" ""Comme **Pierre des Vignes**, au liv.6. des Epist. chap. 25. où il dit, usant du droit des **François** [35]"""
La Gaule Françoise (1574); Pierre Fontaine et Geoffroy Vilette vident les procès;1258; Moyen Âge tardif; XIIIe siècle;" ""il donnoit change à **Pierre Fontaine**, & à **Geoffroy Vilette** d'ouir les parties [87]"""
La Gaule Françoise (1574); Philippe le Bel ordonne les parlements;1302; Moyen Âge tardif; 1302;" ""entre les ordonnances du Roy **Philippe** quatrieme surnommé **le Bel**... pour l'expedition des causes nous avons deliberé d'ordonner qu'il se tiene deux Parlemens [88]"""
La Gaule Françoise (1574); Clement V apporte la chicanerie à Avignon;1309; Moyen Âge tardif; XIVe siècle;" ""le premier qui a esclos une si grande couvee de proces... fut le Pape **Clement V**. qui... transporta le siege Papal en **Avignon** [86]"""
La Gaule Françoise (1574); Loys Hutin fait bâtir le palais;1314; Moyen Âge tardif; 1314;" ""fut basty un Palais Royal à Paris... par le commandement, comme disent aucuns, du Roy **Loys Hutin** [80]"""
La Gaule Françoise (1574); Enguerrant de Marigny meurt au gibet;1315; Moyen Âge tardif; 1315;" ""**Enguerrant de Marigny**... fut pendu au gibet... pour avoir desrobé l'argent du Roy [80]"""
La Gaule Françoise (1574); Philippe de Valois gagne le royaume contre Edouard;1328; Moyen Âge tardif; 1328;" ""fut adjugé le Royaume de France à **Philip. de Valois**... Edouard Roy d'Angleterre... pretendoit la Couronne [58-62]"""
La Gaule Françoise (1574); Isabel administre le royaume;1385; Moyen Âge tardif; XVe siècle;" ""**Isabel**, par la grace de Dieu Royne de France: ayant l'administration & gouvernement de ce Royaume [84]"""
La Gaule Françoise (1574); Philippe de Morvilliers conseille Isabel;1420; Moyen Âge tardif; XVe siècle;" ""elle trouva tout à propos un **Philippe de Morvilliers**... par son conseil, fit faire un contre-seel [84, 85]"""
La Gaule Françoise (1574); Artus institue les Pairs;je ne sais pas; Mythologie; Antiquité;" ""l'usage en fut introduit par le Roy **Artus** de Bretaigne... choisit douze de ses principaux [71, 72]"""
La Gaule Françoise (1574); Calypso présente un royaume à Ulysses;je ne sais pas; Mythologie; Antiquité;" ""plus que toutes les delices de la Cour de **Calypso**, n'y que le Royaume qu'elle luy presentoit [3]"""
La Gaule Françoise (1574); Hercule force la hauteur des Alpes;je ne sais pas; Mythologie; Antiquité;" ""laquelle osa la premiere apres **Hercules**... forcer la hauteur infinie des **Alpes** [27]"""
La Gaule Françoise (1574); Typhon est renommé pour sa cruauté;je ne sais pas; Mythologie; Antiquité;" ""l'un en fut surnommé Cyclops, l'autre Busiris, l'autre Sciron, l'autre **Typhon** [6]"""
Le Politique (1576); Adam fait alliance avec Dieu;-4000; Antiquité biblique; Antiquité;" ""Dieu se demettant de sa Majesté... a contracté & capitulé avec son peuple par plusieurs fois? Premierement avec **Adam** [11]"""
Le Politique (1576); Noe maudit Canaam;-2347; Antiquité biblique; Antiquité;" ""Car avant que **Noe** eust maudit **Canaam**, il ne se trouve point qu'il y eust personne de serve condition [38]"""
Le Politique (1576); Abraham fait alliance avec Dieu par sacrifice;-1900; Antiquité biblique; Antiquité;" ""un four fumant & d'une lampe ardente... quand il s'allia avec **Abraham**, & sa semence [30]"""
Le Politique (1576); Sarah reçoit la promesse d'une race de rois;-1898; Antiquité biblique; Antiquité;" ""Dieu l'avoit promis en son peuple des long temps, à Abraham mesme, & que de la race de **Sarra** descendroyent des Roys [12, 13]"""
Le Politique (1576); Jacob prononce la bénédiction à Juda;-1689; Antiquité biblique; Antiquité;" ""En ce sens **Jacob** prononçant benediction à **Juda** son fils conjoint à la royauté [36]"""
Le Politique (1576); Moyse donne la loi souveraine;-1491; Antiquité biblique; Antiquité;" ""ceste Loy souveraine donnee par **Moyse** & imprimee en la nature [31]"""
Le Politique (1576); Salphaad laisse des filles pour héritières;-1452; Antiquité biblique; Antiquité;" ""Dieu... adjugea la portion de **Salphaad** mort, sans hoirs masles, aux filles qu'il avoit laissees [20]"""
Le Politique (1576); Josué contracte alliance avec les Gabaonites;-1451; Antiquité biblique; Antiquité;" ""Il est dit que **Josué** avoit contracté alliance avec les **Gabaonites** [48]"""
Le Politique (1576); Michas possède une idole dans Dan;-1406; Antiquité biblique; Antiquité;" ""idole de **Michas** comme il en est parlé au livre des luges... en **Dan** [66]"""
Le Politique (1576); Aod tue Eglon;-1336; Antiquité biblique; Antiquité;" ""executeurs extraordinaires de la justice de Dieu contre les tyrans usurpateurs, comme **Aod** envers **Eglon** [44]"""
Le Politique (1576); Samuel se montre fidèle serviteur;-1095; Antiquité biblique; Antiquité;" ""ils se mescontentoyent de **Samuel**, qui s'estoit monstré fidele serviteur de Dieu & du public [13]"""
Le Politique (1576); Samuel condamne Saul;-1079; Antiquité biblique; Antiquité;" ""S. Paul en Elimas, Item **Samuel** qui condamne **Saul**, & Nathan qui en fit de mesmes à David [44]"""
Le Politique (1576); Nathan condamne David;-1035; Antiquité biblique; Antiquité;" ""Samuel qui condamne Saul, & **Nathan** qui en fit de mesmes à **David**, leurs Roys [44]"""
Le Politique (1576); Saul massacre les Gabaonites;-1018; Antiquité biblique; Antiquité;" ""**Saul** depuis le fit massacrer sans raison: l'ire de Dieu tomba lors sur Israel [48]"""
Le Politique (1576); David et Aza montrent leur probité;-950; Antiquité biblique; Antiquité;" ""il ne se trouve que **David**, **Aza**, Josaphat, Loas, Joathan, Ezechias & Josias qui ayent tesmoignage de probité [17]"""
Le Politique (1576); Saba reçoit l'honneur de Salomon;-950; Antiquité biblique; Antiquité;" ""On void aussi l'escriture faire mention du regne de la Royne de **Saba**, que **Salomon** honnora [19]"""
Le Politique (1576); Jeroboam fuit en Egypte;-940; Antiquité biblique; Antiquité;" ""Salomon prit mal,tellement que **Jeroboam** pour crainte se sauva en **Egypte** [46]"""
Le Politique (1576); Ahias prophétise le règne de Jeroboam;-931; Antiquité biblique; Antiquité;" ""**Jeroboam** qui avoit esté esleu de Dieu pour Roy d'Israel, par la bouche de son Prophete **Ahias** [47]"""
Le Politique (1576); Roboam est élu par les douze lignées;-931; Antiquité biblique; Antiquité;" ""**Roboam** son fils fut Roy, mais estant esleu par les anciens des douze lignees [18]"""
Le Politique (1576); Semeja défend à Roboam d'entreprendre la guerre;-930; Antiquité biblique; Antiquité;" ""voulut le reconquester par armes, il luy fut defendu au nom de Dieu par **Semeja** le Prophete [47]"""
Le Politique (1576); Baasa extermina la maison de Jeroboam;-909; Antiquité biblique; Antiquité;" ""comme **Baasa** qui extermina la maison de **Jeroboam**, & Jehu qui en fit autant [45]"""
Le Politique (1576); Achab injurie le prophète;-860; Antiquité biblique; Antiquité;" ""**Achab** l'injuria du nom de perturbateur d'Israel [43]"""
Le Politique (1576); Elie tue les sacrificateurs de Baal;-860; Antiquité biblique; Antiquité;" ""**Elie** tua les cinquantaines d'Ochosins & les sacrificateurs de **Baal** [43]"""
Le Politique (1576); Naboth refuse de céder sa vigne;-860; Antiquité biblique; Antiquité;" ""Voyla pourquoy **Naboth** refusoit ce qui luy fut tyranniquement ravi [26]"""
Le Politique (1576); Jehu extermine la race d'Achab;-841; Antiquité biblique; Antiquité;" ""Baasa qui extermina la maison de Jeroboam, & **Jehu** qui en fit autant à toute la race d'**Achab** [45]"""
Le Politique (1576); Iojada agit contre Athalia;-835; Antiquité biblique; Antiquité;" ""**Iojada** envers **Athalia**, S. Pierre en Ananias & Saphira [44]"""
Le Politique (1576); Sophonias voit les Princes comme des lyons;-625; Antiquité biblique; Antiquité;" ""Dieu (dit **Sophonias**) ayant veu les Princes comme lyons [67]"""
Le Politique (1576); Pierre agit contre Ananias et Saphira;33; Antiquité biblique; Ier siècle;" ""Iojada envers Athalia, **S. Pierre** en **Ananias** & **Saphira** [44]"""
Le Politique (1576); Candace règne sur les Éthiopiens;35; Antiquité biblique; Ier siècle;" ""regne de la Royne de Saba... & de **Candace** Royne des **Ethiopiens**, sous laquelle estoit l'Eunuque [19]"""
Le Politique (1576); Matthieu et Luc décrivent la généalogie de Christ;75; Antiquité biblique; Ier siècle;" "" Jesus Christ... comme le recite sainct **Matthieu**. Mais sainct **Luc** monstre que quant à la succession naturelle, il est descendu de Nathan [18]"""
Le Politique (1576); Lycurgus subit l'outrage;-800; Antiquité classique; Antiquité;" ""Socrates empoisonné, **Lycurgus** outragé, & Solon relegué en Cypre [5]"""
Le Politique (1576); Theopompus crée les Éphores à Lacedemone;-754; Antiquité classique; Antiquité;" ""quand **Theopompus** roy de **Lacedemone** les crea, sa femme luy remonstra qu'il laissoit trop peu d'authorité [8]"""
Le Politique (1576); Solon parle au banquet des sept sages;-594; Antiquité classique; VIe siècle av. J.-C.;" ""Plutarque au banquet des **sept sages** recite que **Solon** parlant à son tour dit [8, 28]"""
Le Politique (1576); Solon subit la relégation en Cypre;-594; Antiquité classique; VIe siècle av. J.-C.;" ""Socrates empoisonné, Lycurgus outragé, & **Solon** relegué en **Cypre** [5]"""
Le Politique (1576); Cyrus reçoit le conseil de Cresus;-546; Antiquité classique; VIe siècle av. J.-C.;" ""à l'exemple de **Cyrus**, lequel conseillé par **Cresus** de thesauriser [23]"""
Le Politique (1576); Pythagoras enseigne de suivre la justice;-540; Antiquité classique; VIe siècle av. J.-C.;" ""Mais **Pythagoras** en ses enseignemens enigmatiques... disant aux roys ne passe point le poids [33]"""
Le Politique (1576); Cambyses donne des enseignements à Cyrus;-530; Antiquité classique; VIe siècle av. J.-C.;" ""Car comme dit Xenophon aux enseignemens de **Cambyses** à **Cyrus**, le Prince est pour le bien de tous [15, 16]"""
Le Politique (1576); Datis combat les Athéniens à Marathon;-490; Antiquité classique; 490 av. J.-C.;" ""quand **Datis** lieutenant de Daire eust vaincu... combatre les **Atheniens** à **Marathon** [25]"""
Le Politique (1576); Socrates subit l'empoisonnement;-399; Antiquité classique; IVe siècle av. J.-C.;" ""**Socrates** empoisonné, Lycurgus outragé, & Solon relegué en Cypre [5]"""
Le Politique (1576); Camille subit l'expulsion;-396; Antiquité classique; IVe siècle av. J.-C.;" ""Cela est bien advenu à Metellus, qui fut banny, à Annibal & **Camille** qui furent chassez [5]"""
Le Politique (1576); Platon compare les Perses et les Athéniens;-380; Antiquité classique; IVe siècle av. J.-C.;" ""**Platon** au 3. livre des loix confere... Monarchie des **Perses**, & Democratie des **Atheniens** [24]"""
Le Politique (1576); Aristote définit le royaume;-350; Antiquité classique; Antiquité;" ""**Aristote** au troisiesme livre de ses Politiques dit, que le Royaume est la puissance d'un qui regit & modere une Republique [14]"""
Le Politique (1576); Demandes prévient les Athéniens sur la paix;-338; Antiquité classique; Antiquité;" ""l'on pratique le dire de **Demandes** orateur **Athenien**, qui est, qu'on ne feroit jamais la paix, qu'en robbes noires [10]"""
Le Politique (1576); Olympias sollicite Alexandre pour une vengeance;-336; Antiquité classique; IVe siècle av. J.-C.;" ""estant sollicité par **Olympias** sa meschante mere, de faire mourir quelqu'un [64]"""
Le Politique (1576); Berosus de Chaldee mentionne les géants;-280; Antiquité classique; Antiquité;" ""avant le deluge il y en eust qui fussent violentement asservis... **Berosus** de **Chaldee** [38]"""
Le Politique (1576); Petellins et Sagontins choisissent le péril de la mort;-216; Antiquité classique; Antiquité;" ""les **Petellins** er Calabre, & les **Sagontins** en Espagne, esleurent plustos je peril de la mort [55]"""
Le Politique (1576); Annibal subit l'expulsion;-195; Antiquité classique; IIe siècle av. J.-C.;" ""Cela est bien advenu à Metellus, qui fut banny, à **Annibal** & Camille qui furent chassez [5]"""
Le Politique (1576); Menedemus apparaît dans la comédie de Terence;-163; Antiquité classique; IIe siècle av. J.-C.;" ""**Terence** en sa troissesme Comedie proposant le viellard **Menedemus** [63]"""
Le Politique (1576); Polybe témoigne sur les transgressions;-150; Antiquité classique; IIe siècle av. J.-C.;" ""ces deux, sont les transgressions... par le tesmoignage de **Polybe** en son 6. livres [22]"""
Le Politique (1576); Servius Galba tue le peuple de trois villes;-150; Antiquité classique; Ier siècle av. J.-C.;" ""notable meschanceté d'un **Servius Galba**, qui convoqua le peuple de trois villes [54, 55]"""
Le Politique (1576); Metellus subit le bannissement;-100; Antiquité classique; IIe siècle av. J.-C.;" ""Cela est bien advenu à **Metellus**, qui fut banny, à Annibal & Camille qui furent chassez [5]"""
Le Politique (1576); Ciceron traite de la loi de justice;-52; Antiquité classique; Ier siècle av. J.-C.;" ""je vous diray donc ce que dit **Ciceron** aux Philipiques, que la chose est seulement permise [32]"""
Le Politique (1576); Denis Halicarnassien écrit sur la servitude;-7; Antiquité classique; Ier siècle av. J.-C.;" ""Mais comme dit **Denis Halicarnassien** escrivant à Serue, tels serfs ne different pas [38, 39]"""
Le Politique (1576); Senecque écrit sur la clémence à Neron;55; Antiquité classique; Ier siècle;" ""**Senecque** en son premier livre de Clemence, escrivant à **Neron** dit, que le Prince est comme l'esprit vital [14]"""
Le Politique (1576); Neron subit la condamnation par les puissances;68; Antiquité classique; Ier siècle;" ""empescha pas que **Neron** par l'authorité des puissances inferieures, ne fust condamné d'avoir une fourche [27]"""
Le Politique (1576); Trajan commande d'employer le glaive contre lui;100; Antiquité classique; IIe siècle;" ""comme il est dit de **Trajan**... qu'il commandoit... que s'il vouloit faire injustice qu'ils l'employassent contre luy [29]"""
Le Politique (1576); Antonin le débonnaire aime garder un citoyen;150; Antiquité classique; IIe siècle;" ""dire de cest Empereur **Antonin** le debonnaire, qu'il aimoit mieux garder un citoyen [64]"""
Le Politique (1576); Appian Alexandrin écrit sur la Monarchie Romaine;150; Antiquité classique; IIe siècle;" ""**Appian Alexandrin** dit qu'elle vint de là, & que la Republique estant convertie en Empire [65]"""
Le Politique (1576); Ulpian définit le nom de droit;223; Antiquité classique; IIIe siècle;" ""Et pourtant **Ulpian** jurisconsulte tient que de justice est pris le nom Jus qui est à dire droit [35]"""
Le Politique (1576); Maxence subit la requête des Chrétiens;311; Antiquité classique; IVe siècle;" ""vexez par ce mesme tyran (**Maxence**) en ses pays, requirent Constantin de les venir secourir [56]"""
Le Politique (1576); Constantin et Licinius font un décret sur l'équité;313; Antiquité classique; IVe siècle;" ""ce decret fait par **Constantin** & **Licinius** son associé... raison de justice & equité [37]"""
